Name,Meaning,Gender,Origin,Lucky #,Religion,Short Name,Name Length
Ferzend,"Slave, Beets",Boy,Persian,8,Muslim,NO,7 Letters and 1 Word
Nakhil,Advise ,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Nabeh,"Noble, Outstanding",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Na'ib,"Delegate, Substitute",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Faouzi,success,Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Nabih,"Variant Of Nabeh: Noble, Outstanding",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Naji',"Useful, Beneficial",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Faraqlit,Distinguisher Between Truth And Falsehood,Boy,Arabic,1,Muslim,NO,8 Letters and 1 Word
Nashwan,Exultant,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Najeed,"Highland,",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Nadr,"In Sindhi meaning is : Flourishing,",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Noshab,ELIXIR OF LIFE,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ni'mat,"Blessing, Grace",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Nezahat,"Prosperity, holiness",Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Nasheel,Sword,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Nazih,"Pure, Chaste",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Nawid,"Good News, Glad Tiding",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Naajy,Variant Of Najy: Safe,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Nadwat,"Unique, Nadir Hon",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Naasik,"Variant Of Nasik: Pious, Devotee",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Nasikh,"To Write, To Pay",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Nabi-ulmalhamsh,Prophet Of War,Boy,Arabic,8,Muslim,NO,15 Letters and 1 Word
Nauroze,Variant Of Nawroz: Persian New Year's Day,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Noorudeen,Variant Of Nuruddin: Brightness Of The Faith,Boy,Arabic,9,Muslim,NO,9 Letters and 1 Word
Naqad,Checking The,Boy,Urdu,2,Muslim,YES,5 Letters and 1 Word
Nazaret,"Freshness, brightness",Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Daryabar,"bounteous ,generous",Boy,Urdu,4,Muslim,NO,8 Letters and 1 Word
Dahyapat,"Emperor, Ruler",Boy,Persian,7,Muslim,NO,8 Letters and 1 Word
Dakhyu,Country,Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Dareen,The World And The Hereafter,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Dahmokereta,Born Of Pious Parents,Boy,Persian,9,Muslim,NO,11 Letters and 1 Word
Na'im,"Happiness, Benefits",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Dulamah,Tall and black,Boy,Urdu,8,Muslim,NO,7 Letters and 1 Word
Damurah,"Sparkle of light, fire",Boy,Urdu,1,Muslim,NO,7 Letters and 1 Word
Danghupaitim,Ruler Of The Land,Boy,Persian,5,Muslim,NO,12 Letters and 1 Word
Darood,Greeting,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Deedawar,"Wise, Sensible",Boy,Arabic,8,Muslim,NO,8 Letters and 1 Word
Darayatratha,One Who Has A Chariot,Boy,Persian,1,Muslim,NO,12 Letters and 1 Word
Datwar,Judge,Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Daipadar,Eighth Day Of The Parsi Month,Boy,Persian,5,Muslim,NO,8 Letters and 1 Word
Duraedarshtar,Far-seer,Boy,Persian,5,Muslim,NO,13 Letters and 1 Word
Dino,Little sword,Boy,Sindhi,6,Muslim,YES,4 Letters and 1 Word
Danghusruta,Making The Land Famous,Boy,Persian,6,Muslim,NO,11 Letters and 1 Word
Dushchithra,Possessing An Evil Appearance,Boy,Persian,8,Muslim,NO,11 Letters and 1 Word
Datobar,"Judge, Administrator,",Boy,Persian,2,Muslim,NO,7 Letters and 1 Word
Daoithra,Pupil Of The Eye,Boy,Persian,3,Muslim,NO,8 Letters and 1 Word
Dushdahak,"Harmful, Mischievious",Boy,Persian,8,Muslim,NO,9 Letters and 1 Word
Danyal,Judge,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Diyar,Country,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Dmaurah,"(Zamurah) Name of Sahabi who participated in the hattle of Badr,",Boy,Urdu,1,Muslim,NO,7 Letters and 1 Word
Didag,Pupil of the eye,Boy,Balochi,2,Muslim,YES,5 Letters and 1 Word
Deedag,The eye sight,Boy,Balochi,2,Muslim,YES,6 Letters and 1 Word
Dial,Good Habit,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Dabur,Cool Air Of Morning,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Darain,Religion & The World,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Doda,Family,Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Diaal,Love,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Sarfraz,"Uplifted,martyred",Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Sumbal,One fragrant grass,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Sahl,"In Muslim meaning is : Companion of Prophet Muhammad, smooth, simple",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Safir,"Mediator, Ambassador",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Sharaf,"Honour,",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Safdar,"Piercing Lines, Fighter",Boy,Persian,5,Muslim,YES,6 Letters and 1 Word
Saghir,"Small, Minor, Submissive, Yielding,",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Sadees,Wise,Boy,Urdu,8,Muslim,YES,6 Letters and 1 Word
Shibli,Baby lion,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Shadi,Singer,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Shamsuddeen,Variant Of Shemsuddin: Sun Of The Faith,Boy,Arabic,9,Muslim,NO,11 Letters and 1 Word
Sabiq,"Antecedent, Preceding",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Sadim,Allah Often Than Reciting The,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Subhi,"In Hindu meaning is : early bright,dawn",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Sa'aadat,"Variant Of Sa'adat: Happiness, Bliss",Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Salil,"Descendant, Son",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Salamat,"Soundness, Integrity",Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Shamal,In Hindu meaning is : Hot and dry,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Sayeed,"Variant Of Sayid: Master,Happy,",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Shanawar,"Informed, Knowing, Aware Of",Boy,Shia,8,Muslim,NO,8 Letters and 1 Word
Sarosh,"Angel, voice",Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Shamsher,Sword,Boy,Persian,4,Muslim,NO,8 Letters and 1 Word
Sakhaawat,"Variant Of Sakhawat: Suppleness, Generosity",Boy,Arabic,5,Muslim,NO,9 Letters and 1 Word
Shafeeq,"Variant Of Shafiq: Kind, Compassionate, Tender",Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Saib,"Foresaken, Abandoned,",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Shamar,In american meaning is : Ready for Battle,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Sadar,"Head of the country, started of everything, breastplate",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Saber,Sword,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Sakhi,"Generous, Liberal",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Sabri,Patient,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Ikseer,Elixir,Boy,Urdu,1,Muslim,YES,6 Letters and 1 Word
Ikhtiar,Choice,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Iqdar,Value,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Iskafi,"Iskaf is a shoe-maker,",Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Ilifat,"Friendship, kindness, obligation",Boy,Urdu,1,Muslim,YES,6 Letters and 1 Word
Irdam,"Good character, Beautiful biography",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Ibadet,Obedient,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Itakh,The name of Abu Mansur,Boy,Urdu,3,Muslim,YES,5 Letters and 1 Word
Ibehaj,Happiness,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Izad,Bracelet,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Ireel,"Brave, Fearless",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Ibrat,Advice,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Irbaaz,Strong,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Irken,Unrestricted Graduate,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Irqaam,To write,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Izzatuddeen,"Honour of Islam, Honour of the religion",Boy,Urdu,2,Muslim,NO,11 Letters and 1 Word
Ihraz,"Protector, Keep safe",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Istakhri,A shafaee jurist,Boy,Urdu,1,Muslim,NO,8 Letters and 1 Word
Izanet,To decorate,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Iyaan,"Time, era, epoch
",Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Izdad,Obedient,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Izzatulislam,Honour of Islam,Boy,Urdu,6,Muslim,NO,12 Letters and 1 Word
Ilmi,Knower,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Izadhar,Rank,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Izdam,Head high with arrogance,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Ikhlaf,Happiness,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Inaan,Rope,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Izat,"Dignity, Prestige, Honour, Reputation, Serenity",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Izzatudden,"Honour of Islam, Honour of the religion",Boy,Urdu,2,Muslim,NO,10 Letters and 1 Word
Itbaa,to follow,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Garutman dashtar,"Supporter Of Heaven, Pious",Boy,Persian,9,Muslim,NO,16 Letters and 2 Word
Ghaidaq,Packer nobility,Boy,Urdu,8,Muslim,NO,7 Letters and 1 Word
Rabit,"Binding, Fastening,",Boy,Urdu,5,Muslim,YES,5 Letters and 1 Word
Rashidi,Rightly Guide,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Roufi,"Kind, loving",Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Rumzi,Confidential,Boy,Urdu,5,Muslim,YES,5 Letters and 1 Word
Rabee,Spring,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Raajih,Variant Of Rajih: Respondent,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Risan,Softness,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Rabiah,"In Sindhi meaning is : Greenery,",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Batish,"Mighty, Powerful",Boy,Persian,6,Muslim,YES,6 Letters and 1 Word
Badran,"The most beautiful,",Boy,Urdu,5,Muslim,YES,6 Letters and 1 Word
Bata,"Mate, friend, buddy",Boy,Turkish,8,Muslim,YES,4 Letters and 1 Word
Goshurun,"Soul Of The Earth, 14th Day Of The Parsi Month",Boy,Persian,1,Muslim,NO,8 Letters and 1 Word
Ghafr,"Mercy, Forgiveness",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Ghunaim,"A person who takes booty,",Boy,Urdu,1,Muslim,NO,7 Letters and 1 Word
Garshah,King Of The Mountain,Boy,Persian,3,Muslim,NO,7 Letters and 1 Word
Gasparo,"He Who Guards The Treasure,",Boy,Persian,2,Muslim,NO,7 Letters and 1 Word
Ghawass,To Help,Boy,Urdu,4,Muslim,NO,7 Letters and 1 Word
Ghawani,"Modest, Singer, Chaste",Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Gharibnawaz,The Poor Reward,Boy,Urdu,7,Muslim,NO,11 Letters and 1 Word
Ghaziuddin,Warrior Of Religion,Boy,Arabic,6,Muslim,NO,10 Letters and 1 Word
Ghamzah,"Sign, Signal, Hint",Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Ghatreef,The nation's chief,Boy,Urdu,3,Muslim,NO,8 Letters and 1 Word
Ghazzal,Vendor Of Cotton Thread,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Giraami,"Respectable, Precious, Dear",Boy,Urdu,8,Muslim,NO,7 Letters and 1 Word
Gunjoor,The Treasures,Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Ghobad,A Character In Shahnameh,Boy,Persian,5,Muslim,YES,6 Letters and 1 Word
Guzeen,"Selecting, Adopting",Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Garodman,House Of Heavenly Song,Boy,Persian,6,Muslim,NO,8 Letters and 1 Word
Ghawer,"Tremendous, To Consider",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Raghab,Be inclined,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Raaqim,"Variant Of Raqim: Writer, Recorder",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Raee,"Rich, Wealthy, Chief",Boy,Urdu,2,Muslim,YES,4 Letters and 1 Word
Rabigh,Prosperous QANEY ,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Raateeb,Variant Of Ratib: Arranger,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Rifaaqat,"Variant Of Rifaqat: Companionship, Society",Boy,Arabic,7,Muslim,NO,8 Letters and 1 Word
Roshan,Brightness of the light,Boy,Turkish,7,Muslim,YES,6 Letters and 1 Word
Rassa,Saeb,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Rateeb,Variant Of Ratib: Arranger,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Ragheeb,To Love,Boy,Urdu,6,Muslim,NO,7 Letters and 1 Word
Risalat,"Recommendation, A Proposal As To The Best Course Of Action",Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Ra'ees,"Variant Of Ra'is: Head, Chief",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Rasid,Guardian,Boy,Urdu,4,Muslim,YES,5 Letters and 1 Word
Rahid,Soft,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Rashaad,"Thinker, Counselor",Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Ramey,Loving,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Rehal,Emigration,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Radhee,"Variant Of Radhi: Satisfied, Content",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Rahin,Obedient,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Bardia,Name Of A Prince,Boy,Persian,5,Muslim,YES,6 Letters and 1 Word
Raeey,The Humility,Boy,Urdu,1,Muslim,YES,5 Letters and 1 Word
Rufi,Gentleman,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Bachram,The Star Of Fifth Sky,Boy,Persian,5,Muslim,NO,7 Letters and 1 Word
Birjees,"Variant Of Birjis: Jupiter, Planet",Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Bazlur Rahman,Generosity of the All-mercif,Boy,Urdu,3,Muslim,NO,13 Letters and 2 Word
Baidar,"Attentive, Enlightened",Boy,Urdu,8,Muslim,YES,6 Letters and 1 Word
Bak,Creator,Boy,Persian,2,Muslim,YES,3 Letters and 1 Word
Baqa,"Survival, immortality, etern",Boy,Urdu,4,Muslim,YES,4 Letters and 1 Word
Bakkah,Old Name Of Makkah,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Bahij,"Splendid, Handsome",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Bayan,Another name for the Quran,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Bahr,"Sea, Ocean",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Bakur,First Rain Of Spring,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Baqil,Young,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Badi Al Zaman,The marvel of time,Boy,Urdu,1,Muslim,NO,13 Letters and 3 Word
Gohar,Pearl,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Bazam,"It was the name of the Tabiee, Abu Salih",Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Gelnamgar,Creator Of Water Out Of Earth (Pazand),Boy,Persian,9,Muslim,NO,9 Letters and 1 Word
Ghateem,Watery,Boy,Urdu,6,Muslim,NO,7 Letters and 1 Word
Gaomant,Rich In Use,Boy,Persian,3,Muslim,NO,7 Letters and 1 Word
Ghafiru,Hide Sins,Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Ghalbah,"Superiority, Conquest",Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Ghiyam,"Mist, Fog",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghayb,"Variant Of Ghaib: Hidden, Absent, Away",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Gul Yar,"Loving Flowers,",Boy,Urdu,9,Muslim,NO,7 Letters and 2 Word
Baghel,Ox,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghatool,"Tulip,",Boy,Urdu,6,Muslim,NO,7 Letters and 1 Word
Beg,A title of respect,Boy,Turkish,5,Muslim,YES,3 Letters and 1 Word
Babik,"Law, A King Name",Boy,Urdu,7,Muslim,YES,5 Letters and 1 Word
Basem,"In Sindhi meaning is : Smiling,",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Badru,Variant Of Badar: Full Moon,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Bahim,"Pure, Unmixed",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Bakhtawer,"Good fortune, prosper",Boy,Persian,3,Muslim,NO,9 Letters and 1 Word
Bareeq,"Glitter, flash, luster, brig",Boy,Urdu,5,Muslim,YES,6 Letters and 1 Word
Berkan,He who is of strong blood,Boy,Turkish,2,Muslim,YES,6 Letters and 1 Word
Baraj,Handsome,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Bakhoor,Fragrance,Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Toor,Very High,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Bahador,"Barve, Honorable",Boy,Persian,5,Muslim,NO,7 Letters and 1 Word
Tehfiz,Definition Karan,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Tarfan,"Spokesperson, Vikings",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Timin,Born Near The Sea,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Talaq,Who Interests,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Thaaqib,"Variant Of Thaqib: Piercing, Glistening, Shooting Star",Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Tawaab,To Repent,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Terek,In american meaning is : At the oak,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Tabaarak,"Variant Of Tabarak: Hallowed, Magnified",Boy,Arabic,5,Muslim,NO,8 Letters and 1 Word
Khaatir,"Variant Of Khatir: Idea, Heart",Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Kiazand,Big srdar,Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Khayri,Generous,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Khushtar,Sarrounded by happiness,Boy,Urdu,6,Muslim,NO,8 Letters and 1 Word
Taeeq,"Amateur, fan",Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Khadin,"Dearest friends,",Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Tatam,Avoid The Faults,Boy,Urdu,4,Muslim,YES,5 Letters and 1 Word
Tauqi,Honor Respect,Boy,Urdu,3,Muslim,YES,5 Letters and 1 Word
Tehleem,To Adorned,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Tafada,Sun halo,Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Ta-a,Obedient,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Tabist,To Spacious,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Thaabit,Variant Of Thabit: Firm,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Taseel,"Strong, potent",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Taymullah,Servant Of God,Boy,Arabic,4,Muslim,NO,9 Letters and 1 Word
Tareed,What Be Search,Boy,Urdu,7,Muslim,YES,6 Letters and 1 Word
Tahmaseb,A Character In Shahnameh,Boy,Persian,4,Muslim,NO,8 Letters and 1 Word
Telab,"He Very Intensely Finding, Fan",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Tehieer,Cleanse,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Telam,"Slave, servant",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Taah,Pure,Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Taahid,Protect,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Khushnud,"Happy, Pleased",Boy,Arabic,3,Muslim,NO,8 Letters and 1 Word
Tassed,High Hobbies high status,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Khisal,Collection of nature,Boy,Persian,1,Muslim,YES,6 Letters and 1 Word
Khazin,"Treasurer, Cashier",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Tahmouress,Name Of A Persian King,Boy,Persian,9,Muslim,NO,10 Letters and 1 Word
Khasan,Special,Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Kabaark,"Noble, dignatories,",Boy,Urdu,8,Muslim,NO,7 Letters and 1 Word
Kibriyaa',"Variant Of Kibriya: Grandeur, Glory",Boy,Arabic,1,Muslim,NO,9 Letters and 1 Word
Kahraman,Kahraman means Hero,Boy,Turkish,4,Muslim,NO,8 Letters and 1 Word
Kasra,A Character In Shahnameh,Boy,Urdu,3,Muslim,YES,5 Letters and 1 Word
Takhul,To Trustable,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Khafiz,"Easy, comfortable, smooth",Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Khidash,Name of Prophet (SAW)s companion,Boy,Urdu,5,Muslim,NO,7 Letters and 1 Word
Khuda buksh,God's bestowal,Boy,Urdu,4,Muslim,NO,11 Letters and 2 Word
Khateer,Very great,Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Khashayar,Name Of A Persian King,Boy,Persian,4,Muslim,NO,9 Letters and 1 Word
Khoury,Priest,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Keykhusru,Exalted,Boy,Urdu,3,Muslim,NO,9 Letters and 1 Word
Khak,"Sand / dirt, used to denote",Boy,Urdu,9,Muslim,YES,4 Letters and 1 Word
Karamullah,"Bounty of Allah,",Boy,Urdu,1,Muslim,NO,10 Letters and 1 Word
Khidhr,"Guide, Leader",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Kanifa,To Cover,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Khayyat,Tailor,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Kaab,Honorable Throne,Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Khubib,Messenger Companion,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Zamer,Brave,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Khalifah,"In Sindhi meaning is : Successor, Caliph,",Boy,Arabic,5,Muslim,NO,8 Letters and 1 Word
Yaruq,"Bright, Lighted, Shining, Candescent, Clear, Conspicuous, Manifest, Evident",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Yaariq,Bright,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Yamun,Blessing,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Yassar,"Rich Man, Wealthy",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Yagaana,Alone,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Yalnaz,"Alone, Lone, Single, Lonely, Unique",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Khosrow,A Character In Shahnameh,Boy,Persian,8,Muslim,NO,7 Letters and 1 Word
Yarbash,Friend,Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Qatan,Cotton,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Qaran,Horn,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Qaseer,Small Height,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Quresh,A Tribe Name,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Qayaas,The Idea,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Yaldrem,Electricity,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Qaasid,Messenger,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Qaan,To Justice,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Qosum,Giver,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Qaifaal,Leader,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Qamees,Like The Sea,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Qayum,"Permanent, Lasting",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Yamam,"Purpose, Intention, Aim",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Qosi,Bow,Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Qasamat,Beautiful,Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Qaas,Astrologist,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Qasham,Clothes,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Qazeeb,Sharp Sword,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Qura-Tul-Ain,Eye Cooling,Boy,Arabic,2,Muslim,NO,12 Letters and 1 Word
Qurb,"Near, Close",Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Qaasim,Distributor,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Qamin,High Speed,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Qaraam,Lightweight,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Qurat,Cool,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Qalab,"Heart (the Organ) Mind, Soul, Conscience, Generosity, Munificence",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Qaaim,Strong,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
