Name,Meaning,Reference,Gender,Origin,Lucky #,Religion,Short Name,Name Length,Personalities
Radwa,"Name Of A Mountain In Medina,",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Raghad,"In Sindhi meaning is : Pleasant,",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Raaheel,"Variant Of Rahil: Rachel,",,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Rufayda,She was a female companion,,Girl,Urdu,5,Muslim,NO,7 Letters and 1 Word,
Imthithal,Polite obedience,,Girl,Urdu,5,Muslim,NO,9 Letters and 1 Word,
Raafiah,"High, exalted, wealthy,",,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Rabiah,"Pale Cloud,",,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Rawdah,"Garden,",,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Rawza,"Garden,",,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Rand,In Muslim meaning is : Tree of good scent,,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Roobee,"Variant Of Rubi: Ruby, Precious Stone,",,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Raahima,"Merciful, Compassionate, Pitying",,Girl,Urdu,5,Muslim,NO,7 Letters and 1 Word,
Rozeena,"Variant Of Rozina: Daily Pay,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Rada,Beautiful young woman,,Girl,Urdu,3,Muslim,YES,4 Letters and 1 Word,
Qimaaq,Cream,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Qamar-Un-Nisa,Women's Moon,,Girl,Arabic,5,Muslim,NO,13 Letters and 1 Word,
Qidaafah,Queen Of Yemen,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Qarinah,The Way,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Qareen,Age Fellow,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Qazal,Red,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Qiraat,Recitation of the Quran,,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Qaisarah,Queen,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Qanoot,Obedient,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Qadimah,High,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Qurt,Eye,,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Qaswaa,"Camel Name Of The Prophet Hazrat Muhammad (S,A,W,W)",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Qana'at,Patience,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Qurrat-ul-Ain,Eye Cooling,,Girl,Arabic,2,Muslim,NO,13 Letters and 1 Word,
Latima,MUSSUCK,,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Lekisha,"Woman,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Qudus,Purest,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Latif,"Gentle, Kind",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Layina,"Tender, supple, resilient,",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Losinda,"shine,Light",,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Limees,Delicate vagina woman,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Lelah,"From Laelius,",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Luloah,"Variant Of Lu'lu: Pearls, Gems,",,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Lameaa,Glowy,,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Lashirah,Very intelligent,,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Lasani,Unprecedented,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Lutfana,To goodness,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Lunah,Date palm,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Lal,"To Caress, To Play",,Girl,Latin,7,Muslim,YES,3 Letters and 1 Word,
Paaraa,Anxious,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Leilia,"Night,",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Paaliya,Palm Tree,,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Paziresh,Obedient,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Paarsa,Pious,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Panaar,Well,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Pervasha,Breeze,,Girl,Arabic,5,Muslim,NO,8 Letters and 1 Word,
Paamar,Helper,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Pashmeena,Excellent,,Girl,Arabic,2,Muslim,NO,9 Letters and 1 Word,
Pervaiz,Successful,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Paayaab,Water,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Paalin,Small,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Hikmat,Wisdom,,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Paarkhi,Finder,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Paasakh,Answer,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Hawla,"Intelligent,",,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Panaa,A Precious Stone,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Paryaa,Beautiful,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Hamala,Load More Heave,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Husan,"Handsome, Beautiful, Early Imam (Leader) Of Islam; Grandson Of Prophet Muhammad,",,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Hanaa',"Variant Of Hana: Happiness, Bliss, Felicity,",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Habla,To Arcual ,,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Hooda,Variant transcription of HUDA,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Ieshia,"Alive, She Who Lives",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Nabia,Quitting,,Girl,Persian,5,Muslim,YES,5 Letters and 1 Word,
Hababah,"In Sindhi meaning is : A daughter of Ajlan; She was a narrator of Hadith,",,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Ieeshia,Woman,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Nagina,"Gem, Pearl,",,Girl,Persian,9,Muslim,YES,6 Letters and 1 Word,
Nayeli,In american meaning is : I love you,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Nain,Eye,,Girl,Urdu,2,Muslim,YES,4 Letters and 1 Word,
Naveen,Modern fresh,,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Najiya,In Muslim meaning is : Safe,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Nahal,A Young Plant,,Girl,Persian,5,Muslim,YES,5 Letters and 1 Word,
Naja,Success (Somalia)`,,Girl,Arabic,9,Muslim,YES,4 Letters and 1 Word,
Nazakat,"Delicacy, Neatness,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Reja,Good News,,Girl,Urdu,6,Muslim,YES,4 Letters and 1 Word,
Raniyah,"Gazing,",,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Raneem,Sweet Voice,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Roohee,"Variant Of Ruhi: Spiritual, Of Spirit,",,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Roxanne,"Dawn, Bright",,Girl,Persian,2,Muslim,NO,7 Letters and 1 Word,
Rijja,Paradise Beauty,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Romeesa,Heavens beauty,,Girl,Urdu,1,Muslim,NO,7 Letters and 1 Word,
Qadirah,Powerful,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Rezan,A clear and birght woman,,Girl,Turkish,6,Muslim,YES,5 Letters and 1 Word,
Qaloos,Camel,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Qaniyah,Capital,,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Lalam,As beutiful as tulip flower,,Girl,Turkish,3,Muslim,YES,5 Letters and 1 Word,
Qatifah,Shawl,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Lutfiyya,"Kindness, Delicate Grace,",,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Pridarakht,China's Princess's Name,,Girl,Arabic,3,Muslim,NO,10 Letters and 1 Word,
Pernoon,Soft,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Primaa,First Child,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Pyaa,Pious,,Girl,Arabic,4,Muslim,YES,4 Letters and 1 Word,
Nusaybah,"Proper Name,",,Girl,Arabic,4,Muslim,NO,8 Letters and 1 Word,
Niki,Goodness,,Girl,Persian,7,Muslim,YES,4 Letters and 1 Word,
Paziri,Accept,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Naija,In Hindu meaning is : Daughter of wisdom,,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Nisaa',"Variant Of Nisa: Woman, Lady,",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Nafeesa,"Variant Of Nafisa: Precious, Delicate, Gem,",,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Nilam,"Blue Gem, Precious Stone,",,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Nailah,Champion,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Nimah,"Blessing, Loan,",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Nusaibah,Old Arabic name,,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Narmin,"A flower, delicate, soft, slender",,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Nafisah,"Variant Of Nafisa: Precious, Delicate, Gem,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Nisreen,White Rose,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Naushaba,Elixir,,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Nadra,"Unusual, Unique (swahili origin )",,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Noor E Haram,روشنی، چمک،شریف عورت، نیک عورت,,Girl,Arabic,9,Muslim,NO,12 Letters and 3 Word,
Nasrullah,Victory of Allah,,Girl,Urdu,5,Muslim,NO,9 Letters and 1 Word,
Najia,"Free, Escaped,",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Neelofar,"Variant Of Nilofar: Lotus, Water Lily,",,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Naida,A Nymph,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Nasira,"Helper, Supporter,",,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Nazima,"Poetess, Matron",,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Jessamy,"Jasmine Flower,",,Girl,Persian,1,Muslim,NO,7 Letters and 1 Word,
Junna,"Shelter,",,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Jewana,God's gift,,Girl,Hebrew,2,Muslim,YES,6 Letters and 1 Word,
Juwan,Perfume,,Girl,Urdu,3,Muslim,YES,5 Letters and 1 Word,
Jumaana,In Muslim meaning is : Silver pearl,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Zeeva,"In hebrew meaning is : Brilliance,brightness, ",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Zaafira,In Muslim meaning is : Victorious; Successful,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Zairah,Visiter,,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Zauq,"Taste, Perceptivity,",,Girl,Arabic,5,Muslim,YES,4 Letters and 1 Word,
Jovira,Basket of flowers,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Zamora,In hebrew meaning is : Praised,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Zabia,Like Doe,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Zenobia,"In greek meaning is : Given life by Zeus; Power of Zeus,",,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Jessamine,"Jasmine Flower,",,Girl,Persian,1,Muslim,NO,9 Letters and 1 Word,
Jessamyn,"A Flower Name From The Older Form Jessamine,",,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Zuryab,"Rich, wealthy",,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Jazzmine,"A Flower Name From The Older Form Jessamine,",,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Jazbia,Passion,,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Jubaila,"they have charm, life, upstanding personality, They are best for themselves and often seek guidance to make themselves perfect,",,Girl,Turkish,5,Muslim,NO,7 Letters and 1 Word,
Jumainah,"Name of a Sahabiyyah (RA),",,Girl,Urdu,1,Muslim,NO,8 Letters and 1 Word,
Jadwa,"Gift, present",,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Juwariah,A small girl,,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Jaleela,"Variant Of Jalila: Great, Exalted,",,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Jadida,"New, fresh,",,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Jabmen,"Forehead,",,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Zarifa,"Moves With Grace,",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Zahirah,"Luminous
",,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Jasmyne,"A Flower Name From The Older Form Jessamine,",,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Jalda,Strong,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Zinat,"Decoration, Beauty,",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Zafra,To Help,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Zurtash,"Rich, wealthy",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Zafeera,At each location succeeded,,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Zahraa',"Variant Of Zahra': White, Radiant,",,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Zakira,Mention,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Zabrina,In American meaning is : Fruitful desert flower,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Zarafshan,Golden Semee,,Girl,Urdu,4,Muslim,NO,9 Letters and 1 Word,
Zaheera,"Shining, Luminous,",,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Zuleika,"The Fair One, Brilliant And Lovely,",,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Zubaidah,"Excellent,",,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Ambreen,The sky,,Girl,Urdu,3,Muslim,NO,7 Letters and 1 Word,
Amama,Without Ego,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Aakifah,"Devoted, Dedicated",,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Anya,"A woman with large eyes,",,Girl,Urdu,7,Muslim,YES,4 Letters and 1 Word,
Alveena,"Loved one, cared one, liked,",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Alibaba,Great Leader,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Afra',"White,",,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Shahana,"According to kings, Sultani",,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Samra,"Soft, light tanned color",,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Shahzadi,"Princess,",,Girl,Persian,3,Muslim,NO,8 Letters and 1 Word,
Sumbul,"Frail, Delicate",,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Afrah,"Celebrations, Festivals",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Sirin,Wife of Prophets companion Hassan ibn Thabit,,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Seerat,Attributes,,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Sahana,Other name for Goddess Lakshmi,,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Sumaya,"Diminutive of Samia, high,",,Girl,Urdu,1,Muslim,YES,6 Letters and 1 Word,
Sura,In Sanskrit meaning is : Spirituous liquor,,Girl,Arabic,9,Muslim,YES,4 Letters and 1 Word,
Simra,"Gain, advantage",,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Jamille,"Lovely,",,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Sanaa,"Brilliance, Brightness, Radiance",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Jahan khatoon,She was a Persian poet,,Girl,Urdu,9,Muslim,NO,13 Letters and 2 Word,
Jazzmyn,"A Flower Name From The Older Form Jessamine,",,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Joodi,"Kind, working,",,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Juhanah,Young girl,,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Juandalynn,"they are noble and maintain their dignity level, They are natural, nice and jolly in nature, They forgive easily,",,Girl,Turkish,1,Muslim,NO,10 Letters and 1 Word,
Jawedan,"Immortal, lasting,",,Girl,Urdu,1,Muslim,NO,7 Letters and 1 Word,
Judamah,She was the daughter of Wahb,,Girl,Urdu,3,Muslim,NO,7 Letters and 1 Word,
Jabarah,"A bracelet,",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Jwairiya,"Small servant,Young Rose,One of the wives of prophet Muhammad,Youthful girl",,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Jibla,"Nature, natural disposition,",,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Daaliyah,Beautiful Flower,,Girl,Arabic,5,Muslim,NO,8 Letters and 1 Word,
Dameetha,simple and one of good manners,,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Durdanah,Pearl,,Girl,Urdu,6,Muslim,NO,8 Letters and 1 Word,
Dawud,A Prophets Name,,Girl,Urdu,3,Muslim,YES,5 Letters and 1 Word,
Dawlatkhatoon,"SHE WAS FROM A RULING FAMILY,",,Girl,Urdu,9,Muslim,NO,13 Letters and 1 Word,
Dastiaar,"Helper, Assistant,",,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Daamaan,The Edge,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Daanesh,Mind,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Daadbakhshi,Judge,,Girl,Arabic,3,Muslim,NO,11 Letters and 1 Word,
Daabrah,Walk Back,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Daajan,Stretching,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Gokce,"Sky Goddess, Ruler Of The Sky, Celestial",,Girl,Turkish,6,Muslim,YES,5 Letters and 1 Word,
Daamlah,Soft,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Gaye,"Precious ornament which reflects yellow or gold in color,",,Girl,Turkish,3,Muslim,YES,4 Letters and 1 Word,
Ghuwishat,Bangle,,Girl,Arabic,5,Muslim,NO,9 Letters and 1 Word,
Ghoncheh,Bud Of The Flower,,Girl,Persian,3,Muslim,NO,8 Letters and 1 Word,
Gulinear,"Variant Of Gulinar: Pomegranate Flower,",,Girl,Arabic,4,Muslim,NO,8 Letters and 1 Word,
Ghaiba,"Paddy swim, swim Kush",,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Ghariy,Beautiful,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Ghodsi,"Holy, Sacred, Angel",,Girl,Persian,9,Muslim,YES,6 Letters and 1 Word,
Tashfa,Sympathetic,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Ghazaala,"Variant Of Ghazala: Gazelle, Deer,",,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Ghudan,Early Morning,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Tahzeeb,"Variant Of Tahzib: Culture, Education,",,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Taabah,"Sweet, Agreeable, Pure, Excellent",,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Tayyibah,"Good, pleasant, agreeable",,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Tarfa,Valuables ,,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Taqiyah,"In Sindhi meaning is : Pious, righteous,",,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Tanjia,"Rescue, salvation",,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Tabana,Bright moonlight,,Girl,Pashto,2,Muslim,YES,6 Letters and 1 Word,
Zohreh,In parsi meaning is : The planet Venus,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Zoona,Wit Woman,,Girl,Persian,1,Muslim,YES,5 Letters and 1 Word,
Tameez,Identity,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Tafia,Feather,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Zadi,Daughter Was Born,,Girl,Urdu,4,Muslim,YES,4 Letters and 1 Word,
Zorah,"Dawn,",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Zorina,Dawn'S Light,,Girl,Persian,8,Muslim,YES,6 Letters and 1 Word,
Zella,In german meaning is : Little Marcus,,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Zar,Gold,,Girl,Persian,9,Muslim,YES,3 Letters and 1 Word,
Alizay,"Beauty of Light, radiant, glowing, joy",,Girl,Urdu,1,Muslim,YES,6 Letters and 1 Word,
Amira,"Well Populated,",,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Zaib,"Decoration, Beauty",,Girl,Persian,1,Muslim,YES,4 Letters and 1 Word,
Zilla,Shadow,,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Aabidah,"Worshiper, Devotee, Devout, Spiritual",,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Aafa,"Forgiver, pardoner, forgiver”, “pardoner",,Girl,Urdu,3,Muslim,YES,4 Letters and 1 Word,
Ahbab,"Darling, Dear",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Aabis,"AUSTERE, STERN, grim-faced, fierce-faced, Companion of Prophet Muhammad (P,B,U,H)",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Asmara,Beautiful butterfly,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Asha,Woman,,Girl,Arabic,7,Muslim,YES,4 Letters and 1 Word,
Almas,Diamond Adamant,,Girl,Persian,6,Muslim,YES,5 Letters and 1 Word,
Afra,Color of earth,,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Abira,My Strength,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Afsar,"Better, Explained, Officer",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Ashna,"Fragrant, perfumed",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Aamira,"Imperial, Abundant, Inhabited",,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Aasmaa,In Muslim meaning is : Excellent; Precious,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Sabahat,"Hassan, very white man",,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Shahnoor,Royal Glow,,Girl,Urdu,10,Muslim,NO,8 Letters and 1 Word,
Shukriya,Variant transcription of SHUKRIYYA,,Girl,Urdu,8,Muslim,NO,8 Letters and 1 Word,
Shabina,The eye of the storm,,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Shaila,speech,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Sahira,Natural,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Samin,"Precious, Expensive",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Sawda,"Variant Of Soudah: Proper Name Black,",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Safoora,"Wife Of Prophet Musa (A,S),",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Samim,"Sincere, genuine, pure",,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Sukaina,Diminutive of Sakina,,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Sabeen,Cool Morning Breeze,,Girl,Latin,5,Muslim,YES,6 Letters and 1 Word,
sabila,Exhaust,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Shafia,To recommend,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Dur E Najaf,Pearl Of Najaf,,Girl,Shia,1,Muslim,NO,11 Letters and 3 Word,
Shima,"mother,",,Girl,Persian,9,Muslim,YES,5 Letters and 1 Word,
Saiqa,Lightning,,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Dhia,"Splendor or glow
",,Girl,Urdu,6,Muslim,YES,4 Letters and 1 Word,
Durre Shahwar,Worthy Of Kings,,Girl,Arabic,5,Muslim,NO,13 Letters and 2 Word,
Dira'a,A War Dress,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Dibaru,Lover,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Dukhtar-e-Imran,"Hazrat Mariyam (A,S)",,Girl,Arabic,8,Muslim,NO,15 Letters and 1 Word,
Dubur,Cool Wind Of The Morning,,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Dibaaj,Silk,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Dilawaiz,Favorite,,Girl,Arabic,3,Muslim,NO,8 Letters and 1 Word,
Dukhter,Daughter,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Ghibtah,"She was the daughter of Amer al-Mujashaiyah, she was a narrator of Hadith,",,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Durnaz,"Beautiful like pearls, Adorable",,Girl,Balochi,1,Muslim,YES,6 Letters and 1 Word,
Ghurra,Princess,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Dukhtrik,Small,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Daniyah,"Closer, nearer",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Dikhaass,Much More,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Duri,Bright Star,,Girl,Arabic,7,Muslim,YES,4 Letters and 1 Word,
Ghusoon,In Muslim meaning is : Branches (tree),,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Ganiminoi,Destructive Spiritual Being,,Girl,Persian,6,Muslim,NO,9 Letters and 1 Word,
Ghufayrah,This was the name of a very pious woman who kept vigil in the night,,Girl,Urdu,2,Muslim,NO,9 Letters and 1 Word,
Ghusn,"Branch, twig, sing,",,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
